candidate,office,party_detailed,party_simplified,state,state_po,votes
RUSSELL GARN HATCH,STATE HOUSE,CONSTITUTION,OTHER,UTAH,UT,1807
PHIL GRAVES,STATE HOUSE,DEMOCRAT,DEMOCRAT,UTAH,UT,6717
CAMERON DRANSFIELD,STATE HOUSE,CONSTITUTION,OTHER,UTAH,UT,3876
KATE WALTERS,STATE HOUSE,UTAH UNITED,OTHER,UTAH,UT,3576
CATHERINE VOUTAZ,STATE HOUSE,DEMOCRAT,DEMOCRAT,UTAH,UT,9113
CHRIS H WILSON,STATE SENATE,REPUBLICAN,REPUBLICAN,UTAH,UT,32677
MARCI GREEN CAMPBELL,STATE SENATE,INDEPENDENT,OTHER,UTAH,UT,246
ERIC LAST,STATE HOUSE,DEMOCRAT,DEMOCRAT,UTAH,UT,5214
CURT BRAMBLE,STATE SENATE,REPUBLICAN,REPUBLICAN,UTAH,UT,27227
BRADY BRAMMER,STATE HOUSE,REPUBLICAN,REPUBLICAN,UTAH,UT,20733
JEFFERSON S BURTON,STATE HOUSE,REPUBLICAN,REPUBLICAN,UTAH,UT,17515
DON L IPSON,STATE SENATE,REPUBLICAN,REPUBLICAN,UTAH,UT,45543
CAROL SPACKMAN MOSS,STATE HOUSE,DEMOCRAT,DEMOCRAT,UTAH,UT,13037
SARITA AUSTIN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2582
"FRANCIS ""TOPPER"" MCFAUN",STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,3426
SALLY ACHEY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1417
CARL ROSENQUIST,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1623
PAUL GROSS,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1735
ROBIN SCHEU,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2874
JOSEPH R BIDEN,US PRESIDENT,DEMOCRAT,DEMOCRAT,VERMONT,VT,242820
MATTHEW CHOATE,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,7342
TIFF BLUEMLE,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3713
CHRIS MATTOS,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2642
BRITTANY D CAVACAS,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,4731
MARCIA HORNE,US HOUSE,INDEPENDENT,OTHER,VERMONT,VT,4334
JERRY TRUDELL,US HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1881
HEIDI E SCHEUERMANN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1925
BROCK CODERRE,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1188
JOHN S RODGERS,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,5033
TIMOTHY R CORCORAN II,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2220
"ANTHONY ""TONY"" O'ROURKE",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2647
WESLEY RANEY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1176
VALERIE MULLIN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1903
PETER REED,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1046
BLAKE HUBER,US PRESIDENT,APPROVAL VOTING,OTHER,VERMONT,VT,54
CHARLY DICKERSON,GOVERNOR,UNAFFILIATED,OTHER,VERMONT,VT,1037
GABRIELLE STEBBINS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3470
BARBARA RACHELSON,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1082
THOMAS CHITTENDEN,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,50974
ARTHUR PETERSON,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2192
LISA A HANGO,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2371
DONALD J TRUMP,US PRESIDENT,REPUBLICAN,REPUBLICAN,VERMONT,VT,112704
PETER REED,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1046
DYLAN STETSON,STATE HOUSE,PROGRESSIVE,OTHER,VERMONT,VT,876
BROCK PIERCE,US PRESIDENT,UNAFFILIATED,OTHER,VERMONT,VT,100
STUART BEAM,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1330
BARBARA NOYES PULLING,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1107
BRIAN CAMPION,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,10483
DANIEL NOYES,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2118
MICHAEL J MARCOTTE,STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,3097
ROBERT STARR,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,8668
DAVID SOULIA,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1869
CARL ROSENQUIST,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1623
SHANNARA JOHNSON,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1241
TYLER-JOSEPH BALLARD,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,513
BROCK PIERCE,US PRESIDENT,UNAFFILIATED,OTHER,VERMONT,VT,100
CHRISTOPHER LAFONTAINE,US PRESIDENT,INDEPENDENT,OTHER,VERMONT,VT,856
MARCUS R PARISH,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,4359
CRIS ERICSON,AUDITOR OF ACCOUNTS,PROGRESSIVE,OTHER,VERMONT,VT,48731
KELLY MACLAURY PAJALA,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,2539
BEN CHIAPPINELLI,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1192
PAUL LEFEBVRE,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1067
MARCIA ROBINSON MARTEL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1547
LELAND J MORGAN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2776
CHRISTOPHER HELALI,US HOUSE,COMMUNIST,OTHER,VERMONT,VT,3432
JILL KROWINSKI,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3321
DOUG WILBERDING,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,2855
ALYSON KENNEDY,US PRESIDENT,SOCIALIST WORKERS,OTHER,VERMONT,VT,195
ELIZABETH BURROWS,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,2148
BARBARA SMITH MURPHY,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,2484
"ANTHONY ""TONY"" O'ROURKE",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2647
BRIAN CAMPION,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,10483
LINDA JOY SULLIVAN,STATE HOUSE,DEMOCRAT-REPUBLICAN,OTHER,VERMONT,VT,2235
AMY KAMSTRA,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,906
ALYSSA BLACK,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1455
CHLOE COLLINS,STATE SENATE,PROGRESSIVE,OTHER,VERMONT,VT,3777
HARVEY T SMITH,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1331
TRISTAN TOLENO,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1808
PHIL SCOTT,GOVERNOR,REPUBLICAN,REPUBLICAN,VERMONT,VT,248412
MICHAEL JASINSKI SR,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,9632
ALYSSA BLACK,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1455
CRIS ERICSON,STATE TREASURER,PROGRESSIVE,OTHER,VERMONT,VT,14142
TOMMY WALZ,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1800
JOSEPH R BIDEN,US PRESIDENT,DEMOCRAT,DEMOCRAT,VERMONT,VT,242820
SCOTT BECK,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1807
MARYBETH REDMOND,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3234
"FRANCIS ""TOPPER"" MCFAUN",STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,3426
JACK WILLIAMS,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,9702
KAREN DOLAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3474
MIRIAM BERRY,US HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,95830
BEN CHIAPPINELLI,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1192
RAMA SCHNEIDER,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,356
GREG COX,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,10280
DICK SEARS,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,11063
TIM BUSKEY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2015
FELISHA ROSE LEFFLER,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1178
MARTHA W ALLEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,958
ANNE B DONAHUE,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2225
KATE MACLEAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1734
MIKE MCCARTHY,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2022
FRANK EMPSALL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1206
DOUG HOFFER,AUDITOR OF ACCOUNTS,DEMOCRAT-REPUBLICAN,OTHER,VERMONT,VT,266445
MAXINE GRAD,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3970
JOHN O'BRIEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1868
MATTHEW S SELLERS,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,769
DIANE LANPHER,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2522
DAVID HAMMOND,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,972
FRANK EMPSALL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1206
LUCY ROGERS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1903
KEITH MCCORMIC,US PRESIDENT,BULL MOOSE,OTHER,VERMONT,VT,126
CRIS ERICSON,LIEUTENANT GOVERNOR,PROGRESSIVE,OTHER,VERMONT,VT,7862
DAVID ZUCKERMAN,GOVERNOR,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,99214
FRANK HUARD,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,278
DANIEL NOYES,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2118
KARI DOLAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,4047
JOE BENNING,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,10057
BRUCE A MELENDY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,878
KATE MACLEAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1734
ERYNN HAZLETT WHITNEY,GOVERNOR,INDEPENDENT,OTHER,VERMONT,VT,1777
BROCK PIERCE,US PRESIDENT,UNAFFILIATED,OTHER,VERMONT,VT,100
JOHN MACGOVERN,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,691
BRIAN CAMPION,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,10483
TIMOTHY R CORCORAN II,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2220
V CHASE,STATE HOUSE,LIBERTARIAN,LIBERTARIAN,VERMONT,VT,302
"ROBERT ""BOB"" HELM",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2207
CASEY TOOF,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2429
CAROLYN WHITNEY BRANAGAN,STATE TREASURER,REPUBLICAN,REPUBLICAN,VERMONT,VT,114177
MOLLY GRAY,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,VERMONT,VT,182820
"WOODMAN H ""WOODY"" PAGE",STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,2628
BILL T HUFF,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,5321
DANE WHITMAN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1889
ELIZABETH BURROWS,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,2148
HAL COLSTON,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2551
ANDREW PERCHLIK,STATE SENATE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,15029
DESERAE MORIN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1107
CHRIS MATTOS,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2642
RON HORTON,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,5100
TERRY NORRIS,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1281
MARTIN LALONDE,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2345
JON LYNCH,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1995
MIKE MROWICKI,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3357
EMILIE KORNHEISER,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1709
THOMAS CHITTENDEN,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,50974
GARY SWING,US PRESIDENT,BOILING FROG,OTHER,VERMONT,VT,141
H BROOKE PAIGE,ATTORNEY GENERAL,REPUBLICAN,REPUBLICAN,VERMONT,VT,94892
STEPHANIE Z JEROME,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2112
BARBARA RACHELSON,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1082
ARCHIE FLOWER,STATE SENATE,LIBERTARIAN,LIBERTARIAN,VERMONT,VT,773
ANN PUGH,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2385
MATT BIRONG,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2552
THOMAS TERENZINI,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1306
JAMES CLARK,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,905
DAVID GLIDDEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1274
MATTHEW S SELLERS,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,769
KIMBERLY JESSUP,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1991
MEG HANSEN,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,6275
DEAN ROLLAND,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,17604
MARK A MACDONALD,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,6420
GLORIA LARIVA,US PRESIDENT,LIBERTY UNION,OTHER,VERMONT,VT,166
GORDON BOCK,STATE HOUSE,BERLIN-NORTHFIELD ALLIANCE,OTHER,VERMONT,VT,251
RANDY A GRAY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1608
JOHN BARTHOLOMEW,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2735
KANYE WEST,US PRESIDENT,INDEPENDENT,OTHER,VERMONT,VT,1269
JEANETTE WHITE,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,13683
HARVEY T SMITH,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1331
BRIAN CINA,STATE HOUSE,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,1858
CHARLES RUSSELL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1262
KRISTI C MORRIS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2248
RANDY A GRAY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1608
KYLE KENLEY KOPITKE,US PRESIDENT,INDEPENDENT,OTHER,VERMONT,VT,53
MARYBETH REDMOND,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3234
"BRIAN ""BC"" COLLAMORE",STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,14861
MARI CORDES,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,2911
BRUCE F CHEESEMAN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1226
ALYSON KENNEDY,US PRESIDENT,SOCIALIST WORKERS,OTHER,VERMONT,VT,195
TJ DONOVAN,ATTORNEY GENERAL,DEMOCRAT,DEMOCRAT,VERMONT,VT,234081
CASEY JENNINGS,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,1009
BRIAN CAMPION,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,10483
JON CHRISTIANO,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,5442
ERIN BRADY,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,4120
JANET ANCEL,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1929
TERRY K WILLIAMS,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,11828
DAVE POTTER,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2150
"ANTHONY ""TONY"" O'ROURKE",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2647
KRISTI C MORRIS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2248
CHARLIE KIMBELL,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2454
"KUMULIA ""KASE"" LONG",STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,18763
COLLEEN HARRINGTON,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1116
THOMAS M NELSON,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1840
KEVIN P DOERING,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,390
MARYBETH REDMOND,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3234
PHIL SCOTT,GOVERNOR,REPUBLICAN,REPUBLICAN,VERMONT,VT,248412
CRIS ERICSON,LIEUTENANT GOVERNOR,PROGRESSIVE,OTHER,VERMONT,VT,7862
ZACHARY MICHAEL LANG,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,963
ARCHIE FLOWER,STATE SENATE,LIBERTARIAN,LIBERTARIAN,VERMONT,VT,773
ALYSON KENNEDY,US PRESIDENT,SOCIALIST WORKERS,OTHER,VERMONT,VT,195
"WOODMAN H ""WOODY"" PAGE",STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,2628
MARY E HOWARD,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,806
"ANTHONY ""TONY"" O'ROURKE",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2647
DAVE POTTER,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2150
MOLLY GRAY,LIEUTENANT GOVERNOR,DEMOCRAT,DEMOCRAT,VERMONT,VT,182820
KIRK WHITE,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1522
PAMALA SMITH,SECRETARY OF STATE,INDEPENDENT,OTHER,VERMONT,VT,21210
BRIAN CARROLL,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,VERMONT,VT,209
JOHN O'BRIEN,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1868
ANNE B DONAHUE,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2225
CHERYL M HOOKER,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,13196
BECCA BALINT,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,14520
"LARRY ""COOPER"" CUPOLI",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1606
ANDY WATTS,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,303
SUSAN HATCH DAVIS,STATE HOUSE,PROGRESSIVE,OTHER,VERMONT,VT,725
ANDREW PERCHLIK,STATE SENATE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,15029
EMILY LONG,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2037
MOLLIE S BURKE,STATE HOUSE,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,1834
CHIP TROIANO,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1305
KATHERINE SIMS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2132
COREY PARENT,STATE SENATE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,16002
DICK SEARS,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,11063
JON CHRISTIANO,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,5442
CAROLYN WHITNEY BRANAGAN,STATE TREASURER,REPUBLICAN,REPUBLICAN,VERMONT,VT,114177
EMILIE KORNHEISER,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1709
BARBARA RACHELSON,STATE HOUSE,DEMOCRAT-PROGRESSIVE,OTHER,VERMONT,VT,1082
LEWIS G GRAHAM JR,STATE HOUSE,VETS FOR VETS,OTHER,VERMONT,VT,769
"BRIAN ""BC"" COLLAMORE",STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,14861
PAUL LEFEBVRE,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1067
GORDON BOCK,STATE HOUSE,BERLIN-NORTHFIELD ALLIANCE,OTHER,VERMONT,VT,251
BRIAN CARROLL,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,VERMONT,VT,209
JOHN KILLACKY,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2506
CHARLES RUSSELL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1262
SCOTT BECK,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1807
"WILLIAM ""BILL"" CANFIELD",STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2604
ARTHUR PETERSON,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2192
ALEX WRIGHT,STATE TREASURER,INDEPENDENT,OTHER,VERMONT,VT,17939
LINDA JOY SULLIVAN,STATE HOUSE,DEMOCRAT-REPUBLICAN,OTHER,VERMONT,VT,2235
RANDY BROCK,STATE SENATE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,15508
EMMA MULVANEY-STANAK,STATE HOUSE,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,2223
DAVID K DURFEE,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1331
BRIAN CARROLL,US PRESIDENT,AMERICAN SOLIDARITY,OTHER,VERMONT,VT,209
BRITTANY D CAVACAS,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,4731
JIM HARRISON,STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,2641
DOUG HOFFER,AUDITOR OF ACCOUNTS,DEMOCRAT-REPUBLICAN,OTHER,VERMONT,VT,266445
BETH PEARCE,STATE TREASURER,DEMOCRAT,DEMOCRAT,VERMONT,VT,197255
HEIDI E SCHEUERMANN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1925
JIM CONDOS,SECRETARY OF STATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,214666
MICHAEL R MORGAN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2627
MICHAEL R MORGAN,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,2627
RICHARD J BAILEY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1436
ROBERT STARR,STATE SENATE,DEMOCRAT,DEMOCRAT,VERMONT,VT,8668
JEANNINE A YOUNG,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1632
CHRISTOPHER PEARSON,STATE SENATE,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,33445
DOUG WILBERDING,STATE SENATE,INDEPENDENT,OTHER,VERMONT,VT,2855
DANIEL NADEAU,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1014
KATE WEBB,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2488
AMY SHELDON,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3137
MATT BIRONG,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2552
MARCIA ROBINSON MARTEL,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1547
JON CHRISTIANO,STATE SENATE,REPUBLICAN,REPUBLICAN,VERMONT,VT,5442
BROCK PIERCE,US PRESIDENT,UNAFFILIATED,OTHER,VERMONT,VT,100
TYLER MACHIA,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1282
LEWIS G GRAHAM JR,STATE HOUSE,VETS FOR VETS,OTHER,VERMONT,VT,769
JERRY TRUDELL,US HOUSE,INDEPENDENT,OTHER,VERMONT,VT,1881
JO SABEL COURTNEY,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1403
BRIAN SMITH,STATE HOUSE,REPUBLICAN-DEMOCRAT,OTHER,VERMONT,VT,2967
BRUCE A MELENDY,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,878
CYNTHIA BROWNING,STATE HOUSE,INDEPENDENT,OTHER,VERMONT,VT,2111
MICHAEL NIGRO,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1491
"CLEMENT ""CLEM"" BISSONNETTE",STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,732
CRIS ERICSON,LIEUTENANT GOVERNOR,PROGRESSIVE,OTHER,VERMONT,VT,7862
BRICE C SIMON,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1087
CARL ROSENQUIST,STATE HOUSE,REPUBLICAN,REPUBLICAN,VERMONT,VT,1623
KATHERINE SIMS,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,2132
DAVID YACOVONE,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,3391
DENNIS R LABOUNTY,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1596
BILL LIPPERT,STATE HOUSE,DEMOCRAT,DEMOCRAT,VERMONT,VT,1974
DENNIS A WILLIAMS,STATE HOUSE,PROGRESSIVE-DEMOCRAT,OTHER,VERMONT,VT,820
